player_id,batsman,bat_hand,matches_played,runs_scored,balls_faced,batting_strike_rate,dismissals,boundary_runs,boundary_balls,4s,6s,dots,dot_percent,boundary_percent,batting_average,Country
230549,Jason Mohammed,RHB,52,969,946,102.43,41,468,100,66,34,416,43.97,48.3,23.63,West Indies
1098903,Surendran Chandramohan,RHB,40,968,799,121.15,41,634,137,94,43,373,46.68,65.5,23.61,Singapore
629076,Sadeera Samarawickrama,RHB,44,956,796,120.1,36,480,117,111,6,264,33.17,50.21,26.56,Sri Lanka
229954,Mark Stoneman,LHB,44,953,761,125.23,41,542,129,116,13,305,40.08,56.87,23.24,England
1076713,Cameron Green,RHB,45,952,638,149.22,35,584,126,86,40,196,30.72,61.34,27.2,Australia
348146,Ahsan Ali,RHB,47,949,741,128.07,43,592,136,112,24,284,38.33,62.38,22.07,Pakistan
290716,Kedar Jadhav,RHB,59,948,792,119.7,42,514,114,85,29,297,37.5,54.22,22.57,India
784379,Wanindu Hasaranga de Silva,RHB,85,948,750,126.4,66,494,114,95,19,269,35.87,52.11,14.36,Sri Lanka
353899,Michael Richardson,RHB,48,943,856,110.16,38,416,97,83,14,333,38.9,44.11,24.82,Germany
44956,Grant Elliott,RHB,60,940,777,120.98,46,440,98,74,24,270,34.75,46.81,20.43,New Zealand
346602,Eric Dusingizimana,RHB,53,935,867,107.84,50,576,127,93,34,445,51.33,61.6,18.7,Rwanda
817069,Navneet Dhaliwal,RHB,33,933,746,125.07,25,486,103,66,37,275,36.86,52.09,37.32,Canada
697059,Zakir Hasan,LHB,59,929,789,117.74,54,532,118,88,30,316,40.05,57.27,17.2,Bangladesh
47711,Morne van Wyk,RHB,31,928,689,134.69,31,600,135,105,30,271,39.33,64.66,29.94,South Africa
41378,Misbah-ul-Haq,RHB,40,925,835,110.78,33,482,102,65,37,337,40.36,52.11,28.03,Pakistan
834741,Caleb Jewell,LHB,45,919,722,127.29,44,546,125,102,23,284,39.34,59.41,20.89,Australia
1198883,Sabawoon Davizi,LHB,27,912,637,143.17,25,600,135,105,30,251,39.4,65.79,36.48,Czech Republic
505110,Kurtis Patterson,LHB,44,912,784,116.33,40,438,101,84,17,298,38.01,48.03,22.8,Australia
332980,Charles Amini,LHB,47,911,774,117.7,34,430,96,73,23,303,39.15,47.2,26.79,Papua New Guinea
9310,Tim Bresnan,RHB,70,910,661,137.67,45,514,106,61,45,218,32.98,56.48,20.22,England
1274033,Louis Bruce,RHB,33,910,794,114.61,25,442,104,91,13,319,40.18,48.57,36.4,Gibraltar
1029993,Scott Steel,RHB,37,909,746,121.85,37,440,95,65,30,258,34.58,48.4,24.57,England
402992,Shuvagata Hom,RHB,65,907,666,136.19,53,556,120,82,38,250,37.54,61.3,17.11,Bangladesh
37004,James Franklin,LHB,58,906,739,122.6,41,416,86,50,36,238,32.21,45.92,22.1,New Zealand
1335264,Amal Rajeevan,RHB,38,903,782,115.47,32,440,102,86,16,296,37.85,48.73,28.22,Tanzania
696241,Ricardo Vasconcelos,LHB,36,903,728,124.04,33,546,131,120,11,287,39.42,60.47,27.36,South Africa
1168049,Jake Fraser-McGurk,RHB,38,901,561,160.61,34,656,134,74,60,224,39.93,72.81,26.5,Australia
959767,Rachin Ravindra,LHB,57,899,667,134.78,45,520,111,73,38,232,34.78,57.84,19.98,New Zealand
623977,Agha Salman,RHB,46,898,720,124.72,36,496,107,73,34,269,37.36,55.23,24.94,Pakistan
530811,Chandrapaul Hemraj,LHB,44,896,760,117.89,43,594,127,84,43,366,48.16,66.29,20.84,West Indies
697183,Tony de Zorzi,LHB,53,896,804,111.44,48,454,105,88,17,327,40.67,50.67,18.67,South Africa
1276719,Kashyap Prajapati,RHB,45,895,810,110.49,39,516,116,90,26,365,45.06,57.65,22.95,Oman
402106,Abdul Waheed,RHB,32,889,716,124.16,29,520,119,97,22,274,38.27,58.49,30.66,Saudi Arabia
38373,Jesse Ryder,LHB,39,888,625,142.08,36,624,141,111,30,254,40.64,70.27,24.67,New Zealand
233400,Gyanendra Malla,RHB,38,884,734,120.44,36,516,111,75,36,305,41.55,58.37,24.56,Nepal
1284532,Haider Butt,RHB,45,880,753,116.87,34,448,93,55,38,293,38.91,50.91,25.88,Bahrain
434813,Marcus Harris,LHB,47,878,735,119.46,46,528,120,96,24,323,43.95,60.14,19.09,Australia
913847,Zubaidi Zulkifle,RHB,44,878,583,150.6,42,612,130,84,46,237,40.65,69.7,20.9,Malaysia
16406,Michael Lumb,LHB,40,877,671,130.7,39,562,126,97,29,288,42.92,64.08,22.49,England
521170,Lewis McManus,RHB,71,876,670,130.75,52,442,91,52,39,216,32.24,50.46,16.85,England
420427,Sese Bau,LHB,42,871,781,111.52,36,442,95,64,31,331,42.38,50.75,24.19,Papua New Guinea
348133,Steven Taylor,LHB,34,869,658,132.07,31,584,129,95,34,289,43.92,67.2,28.03,United States of America
48472,Tillakaratne Dilshan,RHB,37,869,702,123.79,38,536,124,104,20,287,40.88,61.68,22.87,Sri Lanka
595790,Nikolaas Davin,RHB,33,865,609,142.04,31,566,126,95,31,250,41.05,65.43,27.9,Namibia
237095,Murali Vijay,RHB,33,859,736,116.71,29,500,114,92,22,325,44.16,58.21,29.62,India
519082,Dom Sibley,RHB,32,859,707,121.5,28,420,94,72,22,220,31.12,48.89,30.68,England
401540,Aizaz Khan,RHB,64,856,755,113.38,50,394,86,61,25,286,37.88,46.03,17.12,Hong Kong
556916,Mukhtar Ahmed,RHB,29,851,570,149.3,31,602,136,107,29,224,39.3,70.74,27.45,United States of America
39028,Ashar Zaidi,LHB,41,850,603,140.96,30,500,103,59,44,197,32.67,58.82,28.33,Pakistan
1151270,Ayush Badoni,RHB,42,849,644,131.83,29,450,96,63,33,212,32.92,53.0,29.28,India
893955,Ollie Robinson,RHB,39,849,667,127.29,33,408,92,72,20,214,32.08,48.06,25.73,England
47846,Vaughn van Jaarsveld,LHB,26,848,672,126.19,21,482,106,77,29,257,38.24,56.84,40.38,South Africa
625956,Leo Carter,LHB,47,848,696,121.84,32,428,92,62,30,242,34.77,50.47,26.5,New Zealand
766809,Jordan Thompson,LHB,69,846,555,152.43,53,538,105,46,59,179,32.25,63.59,15.96,England
41046,Khalid Latif,RHB,32,844,718,117.55,27,504,110,78,32,302,42.06,59.72,31.26,Pakistan
42439,Rafatullah Mohmand,RHB,29,843,597,141.21,29,594,132,99,33,256,42.88,70.46,29.07,Pakistan
440516,Tom Blundell,RHB,39,843,639,131.92,38,458,102,77,25,213,33.33,54.33,22.18,New Zealand
698199,Mitchell Van Buuren,RHB,37,842,666,126.43,27,424,97,79,18,218,32.73,50.36,31.19,South Africa
44752,Henry Davids,RHB,38,838,661,126.78,33,484,109,85,24,254,38.43,57.76,25.39,South Africa
26421,Ravichandran Ashwin,RHB,78,838,657,127.55,50,450,97,66,31,219,33.33,53.7,16.76,India
1161044,Shamim Hossain,LHB,45,837,652,128.37,37,486,103,66,37,246,37.73,58.06,22.62,Bangladesh
482478,Jan Frylinck,LHB,49,835,730,114.38,33,344,75,53,22,254,34.79,41.2,25.3,Namibia
541991,JP Kotze,LHB,47,834,733,113.78,40,524,111,71,40,349,47.61,62.83,20.85,Namibia
578769,Ed Barnard,RHB,76,833,647,128.75,58,420,95,75,20,216,33.38,50.42,14.36,England
55608,Hamilton Masakadza,RHB,35,829,686,120.85,33,554,118,77,41,331,48.25,66.83,25.12,Zimbabwe
410316,Alex Hughes,RHB,60,829,671,123.55,44,394,87,64,23,226,33.68,47.53,18.84,England
17185,Phil Mustard,LHB,36,828,713,116.13,36,500,114,92,22,315,44.18,60.39,23.0,England
12450,Steven Davies,LHB,48,826,581,142.17,48,536,123,101,22,225,38.73,64.89,17.21,England
794749,Faisal Khan,RHB,32,823,524,157.06,27,616,136,100,36,205,39.12,74.85,30.48,Saudi Arabia
731523,Dinesh Nakrani,LHB,43,823,647,127.2,33,518,105,56,49,278,42.97,62.94,24.94,Uganda
707109,Sean Solia,LHB,42,820,685,119.71,37,440,96,68,28,268,39.12,53.66,22.16,New Zealand
4068,Jim Allenby,RHB,37,817,683,119.62,35,476,109,89,20,265,38.8,58.26,23.34,Australia
1236495,Taranjeet Singh,RHB,24,815,474,171.94,21,632,137,95,42,187,39.45,77.55,38.81,Romania
49289,Mahela Jayawardene,RHB,36,812,638,127.27,34,490,113,94,19,245,38.4,60.34,23.88,Sri Lanka
1172124,Sarfaraz Ali,RHB,40,812,577,140.73,35,634,128,67,61,297,51.47,78.08,23.2,Bahrain
747031,James Bracey,LHB,44,809,654,123.7,41,412,95,79,16,219,33.49,50.93,19.73,England
464702,Diego Rosier,RHB,42,808,631,128.05,33,410,92,71,21,202,32.01,50.74,24.48,South Africa
1141934,Kushal Malla,LHB,39,806,481,167.57,30,564,109,45,64,164,34.1,69.98,26.87,Nepal
1036191,Bas de Leede,RHB,36,803,738,108.81,26,360,80,60,20,284,38.48,44.83,30.88,Netherlands
642525,Sarfaraz Khan,RHB,50,802,618,129.77,38,454,103,82,21,206,33.33,56.61,21.11,India
902907,Tom Lammonby,LHB,48,800,552,144.93,41,474,102,69,33,170,30.8,59.25,19.51,England
450142,Grant Thomson,RHB,31,800,625,128.0,25,360,77,51,26,200,32.0,45.0,32.0,South Africa
8119,Adam Voges,RHB,34,797,630,126.51,18,308,73,65,8,155,24.6,38.64,44.28,Australia
328026,Isuru Udana,RHB,72,797,581,137.18,46,474,94,45,49,224,38.55,59.47,17.33,Sri Lanka
301648,Jordan Clark,RHB,55,796,605,131.57,38,372,77,45,32,200,33.06,46.73,20.95,England
594233,Sibonelo Makhanya,RHB,53,794,695,114.24,38,372,83,63,20,252,36.26,46.85,20.89,South Africa
857653,Rishi Patel,RHB,40,793,590,134.41,38,450,98,69,29,198,33.56,56.75,20.87,England
596137,Clyde Fortuin,RHB,45,793,659,120.33,40,432,97,75,22,265,40.21,54.48,19.82,South Africa
434429,Aamer Yamin,RHB,55,791,548,144.34,44,508,105,61,44,206,37.59,64.22,17.98,Pakistan
37696,Hamish Marshall,RHB,30,789,533,148.03,29,488,114,98,16,163,30.58,61.85,27.21,New Zealand
535393,Senuran Muthusamy,LHB,47,787,687,114.56,33,372,81,57,24,257,37.41,47.27,23.85,South Africa
322815,Cody Chetty,RHB,25,785,628,125.0,19,430,100,85,15,222,35.35,54.78,41.32,South Africa
526441,Mark Adair,RHB,72,782,640,122.19,58,436,91,55,36,261,40.78,55.75,13.48,Ireland
1093091,Michael Jones,RHB,31,780,584,133.56,30,468,103,75,28,219,37.5,60.0,26.0,Scotland
1161038,Alishan Sharafu,RHB,34,778,605,128.6,27,500,110,80,30,263,43.47,64.27,28.81,United Arab Emirates
974719,Muhammad Usman,LHB,38,778,673,115.6,33,388,86,64,22,251,37.3,49.87,23.58,United Arab Emirates
623636,Kamran Ghulam,RHB,35,775,633,122.43,32,432,97,75,22,234,36.97,55.74,24.22,Pakistan
1233046,Zeeshan Khan,RHB,35,770,617,124.8,35,474,109,90,19,267,43.27,61.56,22.0,Malta
364148,Kamau Leverock,LHB,27,767,526,145.82,23,522,109,66,43,211,40.11,68.06,33.35,Bermuda
633638,Sharvin Muniandy,RHB,57,767,625,122.72,41,394,85,58,27,227,36.32,51.37,18.71,Malaysia
596442,Delano Potgieter,LHB,39,766,607,126.19,32,436,90,52,38,239,39.37,56.92,23.94,South Africa
596436,Marques Ackerman,LHB,37,763,625,122.08,37,406,97,88,9,234,37.44,53.21,20.62,South Africa
1110475,Jack Haynes,RHB,34,761,531,143.31,33,488,107,77,30,192,36.16,64.13,23.06,England
45204,Robbie Frylinck,RHB,46,760,517,147.0,32,430,87,46,41,141,27.27,56.58,23.75,South Africa
304735,Dilshan Munaweera,RHB,42,759,641,118.41,42,516,115,87,28,309,48.21,67.98,18.07,Sri Lanka
1223047,Josh Brown,RHB,29,757,512,147.85,29,566,115,62,53,240,46.88,74.77,26.1,Australia
534734,Chirag Suri,RHB,29,751,652,115.18,29,414,95,78,17,278,42.64,55.13,25.9,United Arab Emirates
440990,Lega Siaka,RHB,51,750,638,117.55,45,380,83,59,24,273,42.79,50.67,16.67,Papua New Guinea
489889,Pat Cummins,RHB,59,750,513,146.2,39,472,95,49,46,193,37.62,62.93,19.23,Australia
268740,Seekkuge Prasanna,RHB,77,748,554,135.02,59,492,96,42,54,236,42.6,65.78,12.68,Sri Lanka
42683,Salman Butt,LHB,20,747,661,113.01,13,444,107,99,8,274,41.45,59.44,57.46,Pakistan
25967,Paras Khadka,RHB,30,746,570,130.88,26,460,102,76,26,223,39.12,61.66,28.69,Nepal
824541,Jaker Ali,RHB,45,745,566,131.63,25,420,83,39,44,203,35.87,56.38,29.8,Bangladesh
964521,Sohail Ahmed,RHB,25,744,661,112.56,18,356,75,47,28,247,37.37,47.85,41.33,Bahrain
1156688,Manpreet Singh,RHB,33,744,593,125.46,32,336,71,45,26,181,30.52,45.16,23.25,Singapore
380956,Michael Rippon,RHB,48,742,600,123.67,34,328,74,58,16,185,30.83,44.2,21.82,New Zealand
1046619,Balaji Pai,-,19,740,599,123.54,14,352,82,70,12,195,32.55,47.57,52.86,Gibraltar
352048,Gulbadin Naib,RHB,56,737,598,123.24,36,406,86,55,31,229,38.29,55.09,20.47,Afghanistan
547756,Brett Hampton,RHB,49,737,582,126.63,44,434,88,47,41,234,40.21,58.89,16.75,New Zealand
1149157,Chris Benjamin,RHB,40,735,513,143.27,32,450,97,66,31,176,34.31,61.22,22.97,England
719719,M Shahrukh Khan,RHB,47,734,498,147.39,31,494,100,53,47,183,36.75,67.3,23.68,India
485676,Keegan Petersen,RHB,35,733,700,104.71,27,352,84,76,8,288,41.14,48.02,27.15,South Africa
1005257,Simi Singh,RHB,53,733,608,120.56,42,370,82,61,21,205,33.72,50.48,17.45,Ireland
20367,Darren Stevens,RHB,50,731,542,134.87,43,446,96,65,31,199,36.72,61.01,17.0,England
384355,Anaru Kitchen,RHB,38,731,548,133.39,34,390,82,51,31,176,32.12,53.35,21.5,New Zealand
517542,Paul Coughlin,RHB,44,730,549,132.97,35,332,72,50,22,157,28.6,45.48,20.86,England
688141,Sean Dickson,RHB,33,728,569,127.94,24,330,71,48,23,171,30.05,45.33,30.33,South Africa
35390,Saurabh Tiwary,LHB,33,726,587,123.68,21,382,86,67,19,194,33.05,52.62,34.57,India
398778,Rory Burns,LHB,47,726,598,121.4,37,384,89,75,14,210,35.12,52.89,19.62,England
1127317,Scott Edwards,RHB,52,726,603,120.4,37,342,79,66,13,208,34.49,47.11,19.62,Netherlands
1175485,Abdul Samad,RHB,42,725,497,145.88,32,446,89,44,45,164,33.0,61.52,22.66,India
308294,Stuart Poynter,RHB,51,725,582,124.57,31,304,69,55,14,178,30.58,41.93,23.39,Ireland
961401,Stephen Doheny,RHB,29,723,565,127.96,26,442,95,64,31,227,40.18,61.13,27.81,Ireland
362541,Doug Bracewell,RHB,39,722,436,165.6,26,478,96,49,47,128,29.36,66.2,27.77,New Zealand
1217288,Usman Patel,RHB,38,721,583,123.67,31,432,96,72,24,244,41.85,59.92,23.26,Kuwait
1233053,Aravinda De Silva,RHB,31,721,644,111.96,27,464,100,68,32,325,50.47,64.36,26.7,Bulgaria
314615,Jonathan Carter,LHB,42,717,660,108.64,37,368,77,47,30,297,45.0,51.32,19.38,West Indies
549288,Ferisco Adams,RHB,46,716,586,122.18,35,314,67,44,23,183,31.23,43.85,20.46,South Africa
596417,Brydon Carse,RHB,51,716,509,140.67,37,350,73,44,29,147,28.88,48.88,19.35,England
594329,Jacques Snyman,RHB,37,715,518,138.03,37,474,104,75,29,209,40.35,66.29,19.32,South Africa
851261,Anmolpreet Singh,RHB,23,713,473,150.74,22,472,105,79,26,154,32.56,66.2,32.41,India
1323683,Aaron Johnson,RHB,16,713,428,166.59,14,552,114,66,48,181,42.29,77.42,50.93,Canada
450101,Raymon Reifer,LHB,55,713,617,115.56,37,368,77,47,30,230,37.28,51.61,19.27,West Indies
1178905,Bikram Arora,RHB,41,710,764,92.93,36,362,82,65,17,386,50.52,50.99,19.72,Malta
364788,Ben Foakes,RHB,43,710,567,125.22,35,330,76,63,13,167,29.45,46.48,20.29,England
537319,Kennar Lewis,RHB,38,707,547,129.25,38,508,103,55,48,271,49.54,71.85,18.61,West Indies
56167,Ziaur Rahman,RHB,46,707,513,137.82,38,508,100,46,54,239,46.59,71.85,18.61,Bangladesh
401537,Kinchit Shah,LHB,43,706,650,108.62,37,322,72,55,17,261,40.15,45.61,19.08,Hong Kong
517549,Michael Burgess,RHB,51,706,599,117.86,41,348,76,54,22,199,33.22,49.29,17.22,England
1325904,Gustav Mckeon,RHB,16,705,449,157.02,15,464,98,62,36,163,36.3,65.82,47.0,France
11724,Rikki Clarke,RHB,47,705,563,125.22,32,402,88,63,25,214,38.01,57.02,22.03,England
300073,Ned Eckersley,RHB,49,705,589,119.69,39,300,68,54,14,187,31.75,42.55,18.08,England
232361,Kieran Noema-Barnett,LHB,52,699,518,134.94,39,436,87,43,44,192,37.07,62.37,17.92,New Zealand
1097408,Rob Yates,LHB,27,699,520,134.42,29,448,100,76,24,203,39.04,64.09,24.1,England
820691,Odean Smith,RHB,65,698,529,131.95,38,482,95,44,51,249,47.07,69.05,18.37,West Indies
848623,Mark Deyal,LHB,40,696,541,128.65,38,460,99,67,32,239,44.18,66.09,18.32,West Indies
293831,Regis Chakabva,RHB,49,694,561,123.71,48,402,87,60,27,224,39.93,57.93,14.46,Zimbabwe
826679,Sam Heazlett,LHB,44,694,571,121.54,43,396,86,60,26,231,40.46,57.06,16.14,Australia
530812,Akeal Hosein,LHB,67,689,610,112.95,39,354,72,39,33,255,41.8,51.38,17.67,West Indies
55944,Jahurul Islam,RHB,49,689,660,104.39,36,332,76,62,14,275,41.67,48.19,19.14,Bangladesh
1209110,Basil Hameed,RHB,51,688,580,118.62,40,352,70,34,36,229,39.48,51.16,17.2,United Arab Emirates
1172968,Dan Mousley,LHB,36,687,518,132.63,33,360,77,51,26,164,31.66,52.4,20.82,England
1255248,Jordan Hermann,LHB,25,686,599,114.52,22,392,88,68,20,262,43.74,57.14,31.18,South Africa
364327,Hamid Shah,RHB,23,686,606,113.2,24,344,77,59,18,260,42.9,50.15,28.58,Denmark
1077310,Naseem Khushi,RHB,39,685,431,158.93,37,478,95,46,49,165,38.28,69.78,18.51,Oman
429903,Lesiba Ngoepe,LHB,44,684,559,122.36,36,390,85,60,25,218,39.0,57.02,19.0,South Africa
230852,Dean Elgar,LHB,28,684,622,109.97,26,306,70,57,13,226,36.33,44.74,26.31,South Africa
233712,Stephan Myburgh,LHB,32,681,603,112.94,34,388,89,73,16,274,45.44,56.98,20.03,Netherlands
928109,Kenneth Waiswa,RHB,51,679,632,107.44,40,374,85,68,17,307,48.58,55.08,16.98,Uganda
22559,Graham Wagg,RHB,49,678,548,123.72,33,346,74,49,25,200,36.5,51.03,20.55,England
595380,Raynard van Tonder,RHB,28,675,594,113.64,25,330,73,54,19,226,38.05,48.89,27.0,South Africa
228210,Mehedi Maruf,RHB,43,674,645,104.5,38,440,95,65,30,339,52.56,65.28,17.74,Bangladesh
432960,Simon Harmer,RHB,76,672,534,125.84,48,332,71,47,24,176,32.96,49.4,14.0,South Africa
1143529,Imran Anwar,RHB,36,671,484,138.64,36,470,92,41,51,232,47.93,70.04,18.64,Bahrain
56007,Mashrafe Mortaza,RHB,67,670,520,128.85,53,438,88,45,43,229,44.04,65.37,12.64,Bangladesh
540316,Andile Phehlukwayo,LHB,66,670,558,120.07,47,388,83,55,28,234,41.94,57.91,14.26,South Africa
362565,Craig Meschede,RHB,40,669,480,139.38,32,428,86,44,42,198,41.25,63.98,20.91,Germany
5560,Brad Haddin,RHB,32,669,486,137.65,28,396,85,57,28,177,36.42,59.19,23.89,Australia
701217,Aarif Sheikh,RHB,36,666,562,118.51,27,360,79,57,22,218,38.79,54.05,24.67,Nepal
1151337,Ronak Patel,RHB,29,665,632,105.22,24,354,85,78,7,268,42.41,53.23,27.71,Uganda
440554,Nicky van den Bergh,RHB,34,664,520,127.69,30,336,68,36,32,186,35.77,50.6,22.13,South Africa
4493,Dean Brownlie,RHB,31,664,462,143.72,29,420,95,75,20,158,34.2,63.25,22.9,New Zealand
375126,Hardus Viljoen,RHB,67,662,496,133.47,43,384,81,51,30,181,36.49,58.01,15.4,South Africa
1203898,Hristo Lakov,RHB,27,662,645,102.64,25,234,56,51,5,246,38.14,35.35,26.48,Bulgaria
784373,Kamindu Mendis,LHB,30,662,562,117.79,26,354,81,66,15,217,38.61,53.47,25.46,Sri Lanka
386271,Israrullah,LHB,27,659,490,134.49,25,454,102,79,23,207,42.24,68.89,26.36,Pakistan
278491,Awais Zia,LHB,34,659,520,126.73,31,442,102,85,17,220,42.31,67.07,21.26,Pakistan
1107671,Rexford Bakum,RHB,37,657,554,118.59,32,368,76,44,32,252,45.49,56.01,20.53,Ghana
459508,Andrew Tye,RHB,88,655,503,130.22,53,392,79,41,38,217,43.14,59.85,12.36,Australia
11995,Wes Durston,RHB,22,654,449,145.66,22,424,95,73,22,158,35.19,64.83,29.73,England
1236048,Vasu Saini,RHB,29,654,505,129.5,23,322,70,49,21,156,30.89,49.24,28.43,Romania
420513,Nalin Nipiko,RHB,25,651,583,111.66,20,320,68,44,24,238,40.82,49.16,32.55,Vanuatu
1129634,Katene Clarke,RHB,29,646,472,136.86,28,434,98,77,21,198,41.95,67.18,23.07,New Zealand
570421,Will Rhodes,LHB,46,643,514,125.1,40,310,69,52,17,161,31.32,48.21,16.08,England
539548,Scott Kuggeleijn,RHB,57,641,436,147.02,34,378,75,36,39,136,31.19,58.97,18.85,New Zealand
990023,Tanzid Hasan,LHB,21,639,492,129.88,19,396,84,54,30,196,39.84,61.97,33.63,Bangladesh
18657,Mark Pettini,RHB,25,639,507,126.04,23,392,92,80,12,197,38.86,61.35,27.78,England
819429,Azmatullah Omarzai,RHB,53,638,518,123.17,41,348,72,42,30,193,37.26,54.55,15.56,Afghanistan
55872,Malcolm Waller,RHB,32,637,441,144.44,23,366,77,48,29,142,32.2,57.46,27.7,Zimbabwe
232438,Gary Ballance,LHB,36,634,505,125.54,34,340,73,49,24,165,32.67,53.63,18.65,Zimbabwe
719715,Washington Sundar,LHB,58,634,532,119.17,41,328,73,55,18,196,36.84,51.74,15.46,India
425692,Billy Root,LHB,39,634,566,112.01,30,282,63,48,15,200,35.34,44.48,21.13,England
959825,Brooke Guest,RHB,41,633,483,131.06,25,286,62,43,19,141,29.19,45.18,25.32,England
524253,Norman Vanua,RHB,41,633,478,132.43,33,352,69,31,38,183,38.28,55.61,19.18,Papua New Guinea
55946,Junaid Siddique,LHB,29,633,542,116.79,28,380,84,62,22,236,43.54,60.03,22.61,Bangladesh
1098186,Grant Stewart,RHB,46,632,424,149.06,33,438,89,48,41,169,39.86,69.3,19.15,Italy
277797,Kyle Nipper,LHB,30,629,529,118.9,24,344,78,62,16,219,41.4,54.69,26.21,South Africa
308710,Karabo Motlhanka,LHB,22,628,546,115.02,19,358,82,67,15,241,44.14,57.01,33.05,Botswana
398666,Sean Abbott,RHB,71,628,484,129.75,54,320,64,32,32,182,37.6,50.96,11.63,Australia
7252,Tim Paine,RHB,28,627,524,119.66,25,348,78,60,18,204,38.93,55.5,25.08,Australia
1338607,Sabaorish Ravichandran,RHB,25,624,442,141.18,25,356,80,62,18,146,33.03,57.05,24.96,Japan
532856,Manan Vohra,RHB,35,624,500,124.8,36,390,85,60,25,227,45.4,62.5,17.33,India
1096123,Luke Hollman,LHB,42,623,467,133.4,33,328,71,49,22,146,31.26,52.65,18.88,England
414966,Michael Leask,RHB,51,614,472,130.08,45,362,77,50,27,174,36.86,58.96,13.64,Scotland
1233051,Kevin D'Souza,RHB,30,613,401,152.87,22,394,78,37,41,152,37.91,64.27,27.86,Bulgaria
267479,Stiaan van Zyl,LHB,23,613,473,129.6,20,298,66,49,17,153,32.35,48.61,30.65,South Africa
1081730,Matthew Gilkes,LHB,33,610,539,113.17,31,348,80,66,14,249,46.2,57.05,19.68,Australia
4823,Steven Crook,RHB,46,610,467,130.62,30,346,75,52,23,160,34.26,56.72,20.33,Australia
793411,Danish Aziz,LHB,33,608,477,127.46,25,350,74,47,27,169,35.43,57.57,24.32,Pakistan
296166,Kassim Nassoro,RHB,43,607,645,94.11,33,274,65,58,7,302,46.82,45.14,18.39,Tanzania
652687,Saud Shakeel,LHB,28,605,467,129.55,25,350,80,65,15,165,35.33,57.85,24.2,Pakistan
56153,Shahriar Nafees,LHB,30,604,577,104.68,26,320,71,53,18,250,43.33,52.98,23.23,Bangladesh
696145,Nick Welch,RHB,31,604,484,124.79,31,390,85,60,25,211,43.6,64.57,19.48,Zimbabwe
1076377,Oliver Davies,RHB,32,604,460,131.3,30,334,69,40,29,169,36.74,55.3,20.13,Australia
1072470,Shaheen Shah Afridi,LHB,67,604,452,133.63,44,404,79,35,44,201,44.47,66.89,13.73,Pakistan
585081,Khawar Ali,RHB,35,604,608,99.34,34,356,81,65,16,310,50.99,58.94,17.76,Oman
520281,Timothy Barker,LHB,27,598,488,122.54,27,318,72,57,15,189,38.73,53.18,22.15,Luxembourg
938959,Wessley Madhevere,RHB,29,596,483,123.4,28,336,79,69,10,178,36.85,56.38,21.29,Zimbabwe
1158760,Sesan Adedeji,RHB,36,595,696,85.49,30,264,60,48,12,366,52.59,44.37,19.83,Nigeria
303508,Shane Getkate,RHB,44,591,462,127.92,39,328,69,43,26,159,34.42,55.5,15.15,Ireland
1159653,Ravinderpal Singh,RHB,24,589,401,146.88,21,358,74,43,31,136,33.92,60.78,28.05,Canada
1156472,Arun Ashokan,RHB,26,588,527,111.57,23,244,50,28,22,197,37.38,41.5,25.57,Czech Republic
788879,Nauman Anwar,RHB,25,587,428,137.15,23,440,96,68,28,201,46.96,74.96,25.52,United States of America
550187,Zubayr Hamza,RHB,22,583,506,115.22,19,340,79,67,12,217,42.89,58.32,30.68,South Africa
1233043,Samuel Stanislaus,RHB,33,582,569,102.28,32,294,63,42,21,260,45.69,50.52,18.19,Malta
1275736,Basil George,RHB,26,581,447,129.98,26,346,71,40,31,193,43.18,59.55,22.35,Malta
956319,Ayaan Khan,LHB,35,581,535,108.6,31,246,54,39,15,195,36.45,42.34,18.74,Oman
1284209,Saim Hussain,LHB,17,580,394,147.21,18,360,77,51,26,145,36.8,62.07,32.22,Bulgaria
1181700,Tom Prest,RHB,28,579,483,119.88,26,314,71,56,15,183,37.89,54.23,22.27,England
276843,Aubrey Swanepoel,RHB,32,577,432,133.56,28,318,70,51,19,149,34.49,55.11,20.61,South Africa
1156634,Razmal Shigiwal,RHB,23,577,448,128.79,23,316,69,49,20,164,36.61,54.77,25.09,Austria
45789,Jacques Kallis,RHB,25,576,516,111.63,22,336,77,63,14,226,43.8,58.33,26.18,South Africa
1181708,Nick Greenwood,RHB,26,576,419,137.47,24,350,81,68,13,157,37.47,60.76,24.0,Jersey
297488,Matt Machan,LHB,28,574,444,129.28,19,272,58,38,20,131,29.5,47.39,30.21,England
520183,Zeeshan Ashraf,LHB,35,574,422,136.02,34,396,88,66,22,181,42.89,68.99,16.88,Pakistan
473378,Rushab Patel,LHB,34,573,522,109.77,29,294,68,57,11,230,44.06,51.31,19.76,Kenya
594313,Hanno Kotze,RHB,22,573,451,127.05,17,340,76,58,18,182,40.35,59.34,33.71,South Africa
1203879,Leslie Dunbar,RHB,21,573,413,138.74,16,422,86,47,39,194,46.97,73.65,35.81,Serbia
370846,Shahzaib Hasan,RHB,23,572,433,132.1,22,374,80,53,27,181,41.8,65.38,26.0,Pakistan
233904,Yasim Murtaza,LHB,34,570,476,119.75,33,322,69,46,23,181,38.03,56.49,17.27,Hong Kong
208657,Pieter Seelaar,RHB,40,570,503,113.32,29,238,54,43,11,183,36.38,41.75,19.66,Netherlands
